Spp,name
1556,Dwarf Kingfisher
1558,Madagascar Pygmy-Kingfisher
1560,Chocolate-backed Kingfisher
1566,Black-headed Bee-eater
1568,Red-throated Bee-eater
1570,Black Bee-eater
1572,Rosy Bee-eater
1574,Blue-headed Bee-eater
1576,Northern Carmine Bee-eater
1578,Cinnamon-chested Bee-eater
1580,Little Green Bee-eater
1582,Somali Bee-eater
1584,Blue-breasted (White-cheeked) Bee-eater
1588,White-headed Mousebird
1590,Blue-naped Mousebird
1592,Dusky Long-tailed Cuckoo
1594,Olive Long-tailed Cuckoo
1596,Green Malkoha
1620,Madagascar Cuckoo
1626,Black-throated Coucal
1628,Blue-headed Coucal
1636,Fischer's Lovebird
1638,Yellow-collared Lovebird
1640,Red-headed Lovebird
1648,Vasa Parrot
1650,Grey-headed Parrot Parrot
1656,Red-fronted Parrot
1658,Orange (Red-) bellied Parrot
1660,Senegal Parrot
1664,Grey Parrot
1672,Bates's Swift
1676,Nyanza Swift
1684,Cassin's Spinetail
1690,Black (Chapin's) Spinetail
1696,Great Blue Turaco
1698,White-bellied Go-away-bird
1700,Bare-faced Go-away-bird
1702,Western Grey Plantain-eater
1704,Eastern Grey Plantain-eater
1708,Violet Turaco
1710,Livingstone's Turaco
1712,Bannerman's Turaco
1716,Fischer's Turaco
1718,Hartlaub's Turaco
1720,White-crested Turaco
1724,Yellow-billed (Verraux's/Black-tip Crested) Turaco
1726,Guinea Turaco
1730,Black-billed Turaco
1738,Abyssinian (Long-eared) Owl
1740,Short-eared Owl
1754,Greyish Eagle-Owl
1758,Fraser's Eagle-owl
1764,Red-chested Owlet
1780,Sokoke Scops-owl
1790,Common (Eurasian) Scops-owl
1792,Northern White-faced Scops-owl
1806,Black-shouldered Nightjar
1814,Slender-tailed Nightjar
1816,Long-tailed Nightjar
1818,Donaldson-smith's Nightjar
1824,Sombre (Dusky) Nightjar
1826,Plain Nightjar
1830,Nubian Nightjar
1838,Standard-winged Nightjar
1850,Western Bronze-naped Pigeon
1858,Common Wood-pigeon
1864,Cameroon Olive-pigeon
1872,Adamawa Turtle-dove
1874,Dusky (Pink-breasted) Turtle-dove
1878,African Collared-Dove (Rose-grey) Dove
1880,Vinaceous Dove
1888,Bruce's Green-pigeon
1890,Black-billed Wood-dove
1892,Blue-headed Wood-dove
1900,Buff-crested Bustard
1902,Savile's Bustard
1906,Hartlaub's Bustard
1910,Heuglin's Bustard
1918,Black (Northern) Crowned-crane
1934,Little Crake
1944,White-spotted Flufftail
1958,Black-faced Sandgrouse
1960,Chestnut-bellied Sandgrouse
1962,Lichtenstein's Sandgrouse
1968,Four-banded Sandgrouse
1970,Spotted Sandgrouse
1980,Great Knot
1988,Jack Snipe
2000,Senegal Thick-knee
2002,Kentish Plover
2012,Sociable Lapwing
2014,White-tailed Lapwing
2018,Brown-chested Lapwing
2020,Black-headed Lapwing
2026,Somali Courser
2028,Grey Pratincole
2032,Egyptian Plover
2042,Heuglin's Gull
2052,Common Gull
2058,Sooty (Hemprich's) Gull
2070,Saunders's Tern
2074,Levant Sparrowhawk
2076,Chestnut-flanked Sparrowhawk
2078,Red-thighed (Western Little) Sparrowhawk
2088,Red-chested Goshawk
2096,Imperial Eagle
2100,Grasshopper Buzzard
2104,Red-necked (Red-tailed) Buzzard
2112,Mountain Buzzard
2114,Scissor-tailed (African Swallow-tailed) Kite
2116,Beaudouin's Snake-eagle
2118,Short-toed(incl.Beaudouin's) Snake-eagle
2124,Congo Serpent-eagle
2136,Eastern Chanting-goshawk
2144,Cassin's Hawk-eagle
2146,Long-tailed Hawk
2152,Fox Kestrel
2162,Common Kestrel
2188,Dimorphic (Mascarene Reef-) Egret
2190,Western Reef Heron
2192,Snowy Egret
2202,Olive (Green) Ibis
2262,Rufous-sided Broadbill
2264,Grey-headed Broadbill
2274,Yellow-billed Shrike
2276,White-rumped (Northern White-crowned) Shrike
2278,Long-tailed Fiscal
2280,Taita Fiscal
2284,Grey-backed Fiscal
2286,Emin's Shrike
2288,Red- (Rufous-) tailed (Isabelline) Shrike
2290,Mackinnon's Shrike
2294,Southern Grey Shrike
2296,Masked Shrike
2298,Somali Fiscal
2300,Magpie (Northern Long-tailed) Shrike
2310,West African Batis
2320,(Eastern) Black-headed Batis
2322,Angola Batis
2326,Pygmy Batis
2330,Senegal Batis
2340,Petit's Cuckoo-shrike
2342,Red-shouldered Cuckoo-shrike
2344,Purple-throated Cuckoo-shrike
2346,Blue Cuckoo-shrike
2362,Dwarf Raven (Somali) Crow
2368,Fan-tailed Raven
2370,Brown-necked Raven
2374,Shining Drongo
2384,Pink-footed Puffback
2386,Northern Puffback
2388,Pringle's Puffback
2390,Large-billed (Sabine's) Puffback
2392,Red-eyed (Black-shouldered) Puffback
2394,Red-cheeked Wattle-eye
2398,Chestnut Wattle-eye
2400,White-spotted Wattle-eye
2402,Black-necked Wattle-eye
2404,Jameson's Wattle-eye
2406,White-tailed Blue-flycatcher
2408,Little Yellow Flycatcher
2410,Chestnut-capped Flycatcher
2420,Mountain Sooty Boubou
2424,Common (Yellowcrowned) Gonolek
2428,Black-headed Gonolek
2430,Slate-colored Boubou
2432,Sooty Boubou
2436,"Luehder's (incl. Orange-breasted, Gabela) Bush-shrike"
2438,Papyrus Gonolek
2440,Red-naped Bush-shrike
2448,Fiery-breasted Bush-shrike
2450,Green-breasted Bush-shrike
2452,Lagden's Bush-shrike
2454,Monteiro's Bush-shrike
2456,African Shrike-flycatcher
2460,Western Black-headed Oriole
2464,Black-winged Oriole
2466,Black-tailed (~ Montane) Oriole
2468,Black-billed Magpie
2470,Banded Wattle-eye
2472,Yellow-crested Helmet-shrike
2474,Chestnut-bellied (Red-billed) (incl.Gabon) Helmet-shrike
2478,Grey-crested Helmet-shrike
2480,Gabon Helmet-shrike
2484,Piapiac Piapiac
2490,Rosy-patched Bush-shrike
2496,Three-streaked (James's) Tchagra
2498,Grey-green Bush-shrike
2500,Doherty's Bush-shrike
2502,Mount Kupe (Serle's) Bush-shrike
2504,Many-colored Bush-shrike
2508,Bedford's Paradise-flycatcher
2516,Annobon Paradise-flycatcher
2518,Blue-headed Crested-flycatcher
2536,Grey-necked Picathartes
2540,Fire-crested Alethe
2544,African Grey  (incl.Somali) Flycatcher
2550,Brown-tailed (Rock) Chat
2552,Moorland (Alpine) Chat
2556,Brown-backed Scrub-robin
2558,Black Scrub-robin
2560,Spotted Palm (~Morning-thrush) Thrush
2564,White-bellied Robin-chat
2566,White-crowned Robin-chat
2570,Blue-shouldered Robin-chat
2572,White-headed Robin-chat
2574,Snowy-crowned Robin-chat
2576,Rueppell's Robin-chat
2578,Silverbird Silverbird
2586,White-browed Forest-flycatcher
2592,Irania (White-throated) Robin
2596,Common Nightingale
2600,White-eyed Slaty-flycatcher
2604,Nimba (West African Black-) Flycatcher
2606,Yellow-eyed Black-flycatcher
2608,Northern Black Flycatcher
2616,Little Rock-thrush
2618,Mountain (Rufous-tailed/European) Rock-thrush
2628,Cassin's Flycatcher
2630,Dusky-blue Flycatcher
2634,Gambaga Flycatcher
2636,Sooty Flycatcher
2638,Chapin's Flycatcher
2640,Olivaceous Flycatcher
2642,Yellow-footed Flycatcher
2650,Northern Anteating-chat
2652,White-fronted Black-Chat
2658,Finsch's Flycatcher-thrush
2660,White-tailed Ant-thrush
2662,Red-tailed Ant-thrush
2664,Heuglin's Wheatear
2670,Desert Wheatear
2674,Black-eared Wheatear
2680,Mourning Wheatear
2682,Abyssinian Black Wheatear
2684,Red-rumped Wheatear
2690,Schalow's Wheatear
2710,Equatorial Akalat
2720,Forest Robin
2728,White-crowned Cliff-chat
2730,White-winged Cliff-chat
2732,Taita Thrush
2750,Bare-eyed Thrush
2758,Angola Cave-chat
2760,Kivu Ground-thrush
2764,Crossley's Ground-thrush
2768,Abyssinian Ground-thrush
2774,Copper-tailed Glossy-starling
2776,Purple-headed Glossy-starling
2778,Golden-breasted Starling
2784,Long-tailed Starling
2786,Bronze-tailed Glossy-starling
2788,Hildebrandt's Starling
2790,Chestnut-bellied Starling
2792,Purple Glossy-starling
2794,Rueppell's (~ Long-tailed) Glossy-starling
2796,Shelley's Starling
2798,Splendid Glossy-starling
2800,Superb Starling
2804,Chestnut-winged Starling
2806,Neumann's Starling
2814,Bristle-crowned Starling
2816,Slender-billed Starling
2818,Waller's Starling
2820,Abbott's Starling
2822,Sharpe's Starling
2824,Kenrick's Starling
2826,Narrow-tailed Starling
2828,Stuhlmann's Starling
2832,Magpie Starling
2834,White-crowned Starling
2836,Fischer's Starling
2850,Mouse-coloured Penduline-tit
2852,Yellow (West African) Penduline-tit
2854,Sennar Penduline-tit
2856,White-shouldered (Black) Tit
2858,Cinnamon-breasted Tit
2860,White-bellied Tit
2868,Red-throated Tit
2870,Dusky Tit
2872,White-winged (Black) Tit
2876,Acacia (Somali/Northern Grey) Tit
2878,Tit-hylia Tit-hylia
2882,West African Swallow
2884,Pale Crag Martin
2886,Ethiopian Swallow
2888,Forest Swallow
2890,Pied-winged Swallow
2892,Red-chested Swallow
2896,White-throated Blue Swallow
2902,Preuss's (Cliff) Swallow
2914,Black  (Northern race) Saw-wing
2920,Petit's Saw-wing
2924,Mountain Saw-wing
2926,Square-tailed Saw-wing
2928,Fanti Saw-wing
2944,Ansorge's Greenbul
2946,Plain (Cameroon Sombre) Greenbul
2948,Slender-billed Greenbul
2950,Little Grey Greenbul
2958,Stripe-faced Greenbul
2960,Sjostedt's Honeyguide (White-tailed) Greenbul
2962,Grey-headed Bristle-bill
2970,Golden Greenbul
2972,Joyful Greenbul
2976,Simple Greenbul
2978,Western Bearded Greenbul
2980,Red-tailed Greenbul
2982,White-bearded Greenbul
2984,Yellow-bearded Greenbul
2992,Comoro Bulbul
2994,Spotted Greenbul
2996,Yellow-spotted (Western) Nicator
2998,Fischer's Greenbul
3002,White-throated Greenbul
3006,Baumann's (Olive-) Greenbul
3012,Toro Olive-greenbul
3020,Grey-headed Greenbul
3022,Red-tailed Leaflove
3024,Northern Brownbul
3032,Dodson's Bulbul
3040,Swamp Palm Greenbul
3056,Taita Apalis
3070,Grey Apalis
3074,Black-throated Apalis
3076,Karamoja Apalis
3078,Black-capped Apalis
3082,Chestnut-throated Apalis
3084,Black-collared Apalis
3090,Grey Wren-warbler
3092,Miombo (Pale)  (incl.Stierling's) Wren-warbler
3094,Yellow-browed Camaroptera
3098,Rock-loving Cisticola
3102,Tabora Cisticola
3104,Lynes's Cisticola
3108,Aberdare Cisticola
3110,Chattering Cisticola
3112,Boran Cisticola
3114,Pectoral-patch Cisticola
3118,Carruthers's Cisticola
3122,Chubb's Cisticola
3124,Ashy Cisticola
3128,Dorst's Cisticola
3130,Black-backed (Black-necked Cloud) Cisticola
3132,Coastal Cisticola
3136,Whistling Cisticola
3138,Luapula Cisticola
3142,Winding Cisticola
3146,Tiny Cisticola
3152,Stout Cisticola
3154,Red-pate (incl.Mongalla) Cisticola
3156,Rufous Cisticola
3166,Trilling Cisticola
3168,Red-winged Grey Warbler
3170,Grey-capped Warbler
3174,Oriole Warbler
3176,Buff-bellied Warbler
3180,White-chinned Prinia
3184,River Prinia
3188,Pale Prinia
3192,Red-fronted Apalis
3194,"Scaly-fronted (Cricket Warbler,Longtail) Warbler"
3196,Fernando Po Speirops
3198,Abyssinian (White-breasted) White-eye
3204,Kulal White-eye
3214,Montane (Broad-ringed) White-eye
3216,Taita White-eye
3218,Forest (Green) White-eye
3228,Moustached Warbler
3230,Madagascar Swamp-warbler
3262,Green-backed Eremomela
3266,Rufous- (Brown-) crowned Eremomela
3268,Yellow-vented Eremomela
3270,Senegal Eremomela
3272,Turner's Eremomela
3276,Upcher's Warbler
3278,Olivaceous Warbler
3280,Melodious Warbler
3282,Green Hylia
3288,Blackcap Illadopsis
3290,Puvel's Illadopsis
3292,Mountain Illadopsis
3296,Pale-breasted Illadopsis
3300,White-throated Mountain-babbler
3302,Red-collared Mountain-babbler
3308,Grey Longbill
3310,Yellow Longbill
3312,Kemp's Longbill
3356,Banded Parisoma
3358,Brown Parisoma
3364,Capuchin Babbler
3366,Western Bonelli's Warbler
3370,Uganda Woodland-warbler
3374,Black-capped Woodland-warbler
3382,Brown Woodland-warbler
3384,Ruwenzori Hill-babbler
3394,Subalpine Warbler
3396,Spectacled Warbler
3400,Lesser Whitethroat
3426,Northern Crombec
3428,Lemon-bellied Crombec
3430,Somali (Long-billed) Crombec
3432,White-browed Crombec
3436,Green Crombec
3440,Scaly Chatterer
3444,Hinde's Pied-babbler
3446,Northern Pied-babbler
3452,Brown Babbler
3454,Blackcap Babbler
3456,Rufous Chatterer
3458,Sharpe's Pied-babbler
3462,Scaly Babbler
3464,Dusky Babbler
3474,Bar-tailed Lark
3484,Somali (Rufous) Short-toed Lark
3486,Greater Short-toed Lark
3500,Fischer's Finch- (Sparrow-) Lark
3502,Black-crowned Finch- (Sparrow-) Lark
3504,Chestnut-headed Finch- (Sparrow-) Lark
3506,Crested Lark
3508,Sun Lark
3510,Thekla Lark
3520,Pink-breasted Lark
3528,White-tailed (~ Bush) Lark
3530,Angola Lark
3534,Singing (~ Bush) Lark
3536,Collared Lark
3546,Red-winged (~ Bush) Lark
3550,Agulhas Clapper Lark
3552,Friedmann's Lark
3558,Williams's Lark
3560,Rufous-rumped Lark
3562,Short-tailed Lark
3564,Thick-billed Lark
3570,Grey-headed Sunbird
3574,Amani Sunbird
3576,Pygmy Sunbird
3580,Violet-tailed Sunbird
3582,Scarlet-tufted (Fraser's) Sunbird
3584,Mouse-brown Sunbird
3588,Eastern Violet-backed Sunbird
3590,Kenya (Eastern) Violet-backed Sunbird
3592,Green (Yellow-chinned) Sunbird
3602,Reichenbach's Sunbird
3604,Buff-throated Sunbird
3608,Carmelite Sunbird
3610,Hunter's Sunbird
3612,Ludwig's (Montane) Double-collared Sunbird
3622,Bates's Sunbird
3626,Orange-tufted Sunbird
3628,Violet-breasted Sunbird
3630,Splendid Sunbird
3638,Red-chested Sunbird
3640,Shining Sunbird
3646,Red-tufted (~ Malachite) Sunbird
3650,Tiny Sunbird
3660,Northern Double-collared Sunbird
3670,Little Green Sunbird
3672,Superb Sunbird
3674,Tacazze Sunbird
3676,Tsavo Sunbird
3678,Ursula's (~ Mouse-coloured) Sunbird
3680,Blue-headed Sunbird
3682,Blue-throated Brown Sunbird
3684,Black-bellied Sunbird
3686,Beautiful Sunbird
3688,Sharpe's Longclaw
3692,Jackson's Pipit
3696,Tawny Pipit
3698,Malindi Pipit
3700,Long-legged Pipit
3706,Kimberley Pipit
3712,Sokoke Pipit
3718,White-billed Buffalo-weaver
3722,Brown Twinspot
3726,Abyssinian Crimson-wing
3730,White-headed Buffalo-weaver
3732,Black-faced (-lored) Waxbill
3734,Black-cheeked (Red-rumped) Waxbill
3738,Anambra Waxbill
3740,Kandt's Waxbill
3742,Lavender Waxbill
3744,Black-rumped Waxbill
3746,Fire-fronted Bishop
3748,Orange (Northern Red) Bishop
3750,Black Bishop
3752,Jackson's Widowbird
3754,Zanzibar (Red) Bishop
3756,Mountain Marsh (Buff-shouldered) Widowbird
3760,Dybowski's Twinspot
3766,Rufous-tailed Weaver
3768,Bar-breasted Firefinch
3776,Black-throated(incl. Black-faced) Firefinch
3778,Black-bellied Firefinch
3780,Rock Firefinch
3784,African (Warbling) Silverbill
3786,Pangani Longclaw
3800,Red-bellied Malimbe
3802,Ibadan Malimbe
3804,Crested Malimbe
3806,Blue-billed (Gray's) Malimbe
3810,Red-headed Malimbe
3812,Red-vented Malimbe
3816,White Wagtail
3820,White-collared Oliveback
3822,Grey-headed Oliveback
3824,White-breasted Negrofinch
3826,Pale-fronted Negrofinch
3828,Red-billed (Black-chinned) Quailfinch
3830,Compact Weaver
3834,Parrot-billed Sparrow
3836,Swahili Sparrow
3838,Swainson's Sparrow
3840,Kenya Rufous-sparrow
3842,Somali Sparrow
3844,Kordofan Rufous Sparrow
3846,Chestnut Sparrow
3852,Northern Grey-headed Sparrow
3860,Sudan Golden-sparrow
3870,Bush Petronia
3874,Yellow-spotted Petronia
3876,Donaldson-Smith's Sparrow-weaver
3878,Chestnut-crowned Sparrow-weaver
3884,Maxwell's Black Weaver
3888,Orange Weaver
3894,Bannerman's Weaver
3898,Golden Palm Weaver
3902,Taveta Golden Weaver
3904,Northern Brown-throated Weaver
3908,Yellow-capped Weaver
3910,Rueppell's Weaver
3912,Clarke's Weaver
3914,Heuglin's Masked-weaver
3916,Golden-backed Weaver
3918,Little Weaver
3922,Black-headed (Yellow-backed) (incl. Victoria Maske Weaver
3930,Preuss's Weaver
3934,Speke's Weaver
3940,Northern Masked-weaver
3944,Yellow-mantled Weaver
3948,Alpine Accentor
3952,Grey-headed Social-weaver
3954,Black-capped Social-weaver
3958,Black-bellied Seedcracker
3962,Red-faced Pytilia
3964,Red- (Crimson-) winged Pytilia
3966,Grey-headed Silverbill
3968,Red-backed (SE DRC to NW Zambia) Mannikin
3972,Speckle-fronted Weaver
3974,Red-cheeked Cordonbleu
3976,Blue-capped Cordonbleu
3978,Purple Grenadier
3980,Jos Plateau Indigobird
3982,Quail-finch Indigobird
3984,Long-tailed (Uelle/Exclamatons) Paradise-whydah
3986,Togo Paradise-whydah
3988,Cameroon Indigobird
3990,Straw-tailed Whydah
3992,Steel-blue Whydah
3994,Black-faced Firefinch (Baka) Indigobird
3996,Northern (Sahel) Paradise-whydah
3998,Gold-breast (Jambandu) Indigobird
4008,Common Redpoll
4020,Brown-rumped Bunting
4038,Somali Golden-breasted Bunting
4048,Striolated Bunting
4074,Kenya Yellow-rumped Seedeater
4080,Papyrus Canary
4084,Southern [East African] Citril
4086,Southern (Kenya) Grosbeak-canary
4088,West African Seedeater
4094,Northern (Abyssinian) Grosbeak-canary
4096,White-bellied Canary
4098,Yellow-crowned Canary
4102,Damara Canary
4104,White-rumped Seedeater
4116,Brown-rumped Seedeater
4123,Agulhas Long-billed Lark
4124,Benguela Long-billed Lark
4125,Cape Long-billed Lark
4126,Eastern Long-billed Lark
4127,Karoo Long-billed Lark
4128,Black-rumped Buttonquail
4129,Southern Red-billed Hornbill
4130,Lesser Cuckoo Cuckoo
4131,Burchell's Coucal
4132,Cape Parrot Parrot
4133,Knysna Turaco
4134,Southern Black Korhaan
4136,Lesser Black-backed Gull
4137,White-chinned Petrel
4138,Rufous-winged Cisticola
4139,Karoo Prinia
4140,Cape Clapper Lark
4142,Southern Grey-headed Sparrow
4143,Elegant Tern
4150,Shy Albatross
4151,Atlantic Yellow-nosed Albatross
4153,Manx Shearwater
4864,Western Mountain (Grey-throated) Greenbul
5256,Sharp-tailed Sandpiper
5271,Ringed Teal
5708,Yellow-throated Leaflove
7863,Lesser Blue-eared Starling
7865,Coastal Boubou
7866,Tropical Boubou
7867,East Coast Boubou
7887,Northern Fiscal
8090,Black and White Mannikin
10002,Hybrid Damara/Red-billed Hornbill
10003,Muscovy Duck
10004,Domestic Goose
10005,Hybrid Duck
10006,Domestic Duck
10007,Black Swan
10013,Hybrid Red-eyed/Dark-capped Bulbul
10014,Unidentified Duck
10015,Hybrid Mallard Duck
10019,Budgerigar Parrot
10020,Wood Duck
10031,fischeri x personatus Lovebird
10033,Hybrid Blacksmith/White-crowned Lapwing
10874,Northern Yellow White-eye
10877,Nicholson's Pipit
11763,Black Skimmer
13163,Black-headed Waxbill
14000,Marsh Tchagra
14189,Black Kite
14191,Chatterer Rufous
14193,Ethiopian Boubou
14226,Western Olivaceous Warbler
